"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Oct 15 23:12:05 GMT 2025","Wed Oct 15 23:12:05 GMT 2025","2","","com.anastasia.Anastasia_BackEnd.UnitTests.service.registration.TenantServiceUnitTest","","com.anastasia.Anastasia_BackEnd.UnitTests.service.registration.TenantServiceUnitTest","subscribeTenant_shouldThrowWhenRoleNotFound","subscribeTenant_shouldThrowWhenRoleNotFound()",""
"passed","Wed Oct 15 23:12:05 GMT 2025","Wed Oct 15 23:12:05 GMT 2025","2","","com.anastasia.Anastasia_BackEnd.UnitTests.service.GroupServiceUnitTest","","com.anastasia.Anastasia_BackEnd.UnitTests.service.GroupServiceUnitTest","testUpdateGroup_groupNotFound_throwsException","testUpdateGroup_groupNotFound_throwsException()",""
"passed","Wed Oct 15 23:11:48 GMT 2025","Wed Oct 15 23:11:49 GMT 2025","482","","com.anastasia.Anastasia_BackEnd.api.tests.AuthTests","","com.anastasia.Anastasia_BackEnd.api.tests.AuthTests","shouldLoginSuccessfully","shouldLoginSuccessfully()",""
"passed","Wed Oct 15 23:12:05 GMT 2025","Wed Oct 15 23:12:05 GMT 2025","5","","com.anastasia.Anastasia_BackEnd.UnitTests.service.registration.PriestServiceUnitTest","","com.anastasia.Anastasia_BackEnd.UnitTests.service.registration.PriestServiceUnitTest","testUpdatePriestDetails_updatesAndSaves","testUpdatePriestDetails_updatesAndSaves()",""
"passed","Wed Oct 15 23:12:05 GMT 2025","Wed Oct 15 23:12:05 GMT 2025","11","","com.anastasia.Anastasia_BackEnd.UnitTests.service.registration.MemberServiceUnitTest","","com.anastasia.Anastasia_BackEnd.UnitTests.service.registration.MemberServiceUnitTest","testFindAllBySpecification","testFindAllBySpecification()",""
"passed","Wed Oct 15 23:12:05 GMT 2025","Wed Oct 15 23:12:05 GMT 2025","17","","com.anastasia.Anastasia_BackEnd.UnitTests.service.registration.ChurchServiceUnitTest","","com.anastasia.Anastasia_BackEnd.UnitTests.service.registration.ChurchServiceUnitTest","testFindOne_whenNotExists","testFindOne_whenNotExists()",""
"passed","Wed Oct 15 23:12:05 GMT 2025","Wed Oct 15 23:12:05 GMT 2025","2","","com.anastasia.Anastasia_BackEnd.UnitTests.service.GroupServiceUnitTest","","com.anastasia.Anastasia_BackEnd.UnitTests.service.GroupServiceUnitTest","testFindOneGroup_success","testFindOneGroup_success()",""
"passed","Wed Oct 15 23:12:06 GMT 2025","Wed Oct 15 23:12:06 GMT 2025","20","","com.anastasia.Anastasia_BackEnd.UnitTests.repository.UserRepositoryUnitTest","","com.anastasia.Anastasia_BackEnd.UnitTests.repository.UserRepositoryUnitTest","testFindAllUsersByChurchIdOptimized","testFindAllUsersByChurchIdOptimized()",""
"passed","Wed Oct 15 23:12:05 GMT 2025","Wed Oct 15 23:12:05 GMT 2025","1","","com.anastasia.Anastasia_BackEnd.UnitTests.service.auth.UserServiceUnitTest","","com.anastasia.Anastasia_BackEnd.UnitTests.service.auth.UserServiceUnitTest","testConvertToDTO","testConvertToDTO()",""
"passed","Wed Oct 15 23:12:04 GMT 2025","Wed Oct 15 23:12:04 GMT 2025","1","","com.anastasia.Anastasia_BackEnd.UnitTests.mappers.ChildMapperUnitTest","","com.anastasia.Anastasia_BackEnd.UnitTests.mappers.ChildMapperUnitTest","testConvertToEntity_withNullDTO_shouldReturnNull","testConvertToEntity_withNullDTO_shouldReturnNull()",""
"passed","Wed Oct 15 23:12:04 GMT 2025","Wed Oct 15 23:12:04 GMT 2025","2","","com.anastasia.Anastasia_BackEnd.UnitTests.specification.MemberSpecificationTest","","com.anastasia.Anastasia_BackEnd.UnitTests.specification.MemberSpecificationTest","testHasMembershipNumber","testHasMembershipNumber()",""
"passed","Wed Oct 15 23:12:04 GMT 2025","Wed Oct 15 23:12:04 GMT 2025","3","","com.anastasia.Anastasia_BackEnd.UnitTests.service.auth.AuthServiceUnitTest","","com.anastasia.Anastasia_BackEnd.UnitTests.service.auth.AuthServiceUnitTest","testFindUserByEmail_ShouldReturnEmpty","testFindUserByEmail_ShouldReturnEmpty()",""
"passed","Wed Oct 15 23:12:06 GMT 2025","Wed Oct 15 23:12:06 GMT 2025","121","","com.anastasia.Anastasia_BackEnd.util.JwtUtilTest","","com.anastasia.Anastasia_BackEnd.util.JwtUtilTest","testExtractSpecificClaims","testExtractSpecificClaims()",""
"passed","Wed Oct 15 23:12:04 GMT 2025","Wed Oct 15 23:12:04 GMT 2025","19","","com.anastasia.Anastasia_BackEnd.UnitTests.service.auth.UserServiceUnitTest","","com.anastasia.Anastasia_BackEnd.UnitTests.service.auth.UserServiceUnitTest","testAssignRolesToUser_throwsIfTenantNotInContext","testAssignRolesToUser_throwsIfTenantNotInContext()",""
"passed","Wed Oct 15 23:12:06 GMT 2025","Wed Oct 15 23:12:06 GMT 2025","16","","com.anastasia.Anastasia_BackEnd.UnitTests.repository.UserRepositoryUnitTest","","com.anastasia.Anastasia_BackEnd.UnitTests.repository.UserRepositoryUnitTest","testFindSimpleUsersByChurchId","testFindSimpleUsersByChurchId()",""
"passed","Wed Oct 15 23:12:06 GMT 2025","Wed Oct 15 23:12:06 GMT 2025","2","","com.anastasia.Anastasia_BackEnd.util.JwtUtilTest","","com.anastasia.Anastasia_BackEnd.util.JwtUtilTest","testExtractClaims","testExtractClaims()",""
"passed","Wed Oct 15 23:11:49 GMT 2025","Wed Oct 15 23:11:49 GMT 2025","501","","com.anastasia.Anastasia_BackEnd.api.tests.AuthTests","","com.anastasia.Anastasia_BackEnd.api.tests.AuthTests","shouldFailLoginWithInvalidCredentials","shouldFailLoginWithInvalidCredentials()","Verifies login fails with invalid credentials."
"passed","Wed Oct 15 23:12:05 GMT 2025","Wed Oct 15 23:12:05 GMT 2025","6","","com.anastasia.Anastasia_BackEnd.UnitTests.service.GroupServiceUnitTest","","com.anastasia.Anastasia_BackEnd.UnitTests.service.GroupServiceUnitTest","testGetGroupUserStatus_success","testGetGroupUserStatus_success()",""
"passed","Wed Oct 15 23:12:04 GMT 2025","Wed Oct 15 23:12:04 GMT 2025","4","","com.anastasia.Anastasia_BackEnd.UnitTests.service.auth.RoleServiceTest","","com.anastasia.Anastasia_BackEnd.UnitTests.service.auth.RoleServiceTest","testCreateRole_throwsIfTenantNotFound","testCreateRole_throwsIfTenantNotFound()",""
"passed","Wed Oct 15 23:12:05 GMT 2025","Wed Oct 15 23:12:05 GMT 2025","12","","com.anastasia.Anastasia_BackEnd.UnitTests.service.GroupServiceUnitTest","","com.anastasia.Anastasia_BackEnd.UnitTests.service.GroupServiceUnitTest","testAddUsersToGroup_success","testAddUsersToGroup_success()",""
"passed","Wed Oct 15 23:12:05 GMT 2025","Wed Oct 15 23:12:05 GMT 2025","7","","com.anastasia.Anastasia_BackEnd.UnitTests.service.GroupServiceUnitTest","","com.anastasia.Anastasia_BackEnd.UnitTests.service.GroupServiceUnitTest","testRemoveMembersFromGroup_success","testRemoveMembersFromGroup_success()",""
"passed","Wed Oct 15 23:12:06 GMT 2025","Wed Oct 15 23:12:06 GMT 2025","50","","com.anastasia.Anastasia_BackEnd.UnitTests.repository.UserRepositoryUnitTest","","com.anastasia.Anastasia_BackEnd.UnitTests.repository.UserRepositoryUnitTest","testFindByGoogleId","testFindByGoogleId()",""
"passed","Wed Oct 15 23:12:06 GMT 2025","Wed Oct 15 23:12:06 GMT 2025","22","","com.anastasia.Anastasia_BackEnd.UnitTests.repository.UserRepositoryUnitTest","","com.anastasia.Anastasia_BackEnd.UnitTests.repository.UserRepositoryUnitTest","testFindByEmail","testFindByEmail()",""
"passed","Wed Oct 15 23:12:04 GMT 2025","Wed Oct 15 23:12:04 GMT 2025","3","","com.anastasia.Anastasia_BackEnd.UnitTests.service.auth.AuthServiceUnitTest","","com.anastasia.Anastasia_BackEnd.UnitTests.service.auth.AuthServiceUnitTest","testCreateUser_ShouldThrowIfEmailExists","testCreateUser_ShouldThrowIfEmailExists()",""
"passed","Wed Oct 15 23:12:05 GMT 2025","Wed Oct 15 23:12:05 GMT 2025","3","","com.anastasia.Anastasia_BackEnd.UnitTests.service.registration.ChildServiceUnitTest","","com.anastasia.Anastasia_BackEnd.UnitTests.service.registration.ChildServiceUnitTest","testRegisterChild_throwsIfUserNotFound","testRegisterChild_throwsIfUserNotFound()",""
"passed","Wed Oct 15 23:12:05 GMT 2025","Wed Oct 15 23:12:05 GMT 2025","6","","com.anastasia.Anastasia_BackEnd.UnitTests.service.registration.MemberServiceUnitTest","","com.anastasia.Anastasia_BackEnd.UnitTests.service.registration.MemberServiceUnitTest","registerMember_shouldRegisterSuccessfully","registerMember_shouldRegisterSuccessfully()",""
"passed","Wed Oct 15 23:12:04 GMT 2025","Wed Oct 15 23:12:04 GMT 2025","2","","com.anastasia.Anastasia_BackEnd.UnitTests.service.auth.AuthServiceUnitTest","","com.anastasia.Anastasia_BackEnd.UnitTests.service.auth.AuthServiceUnitTest","testRevokeAllValidUserTokens_ShouldSkipIfEmpty","testRevokeAllValidUserTokens_ShouldSkipIfEmpty()",""
"passed","Wed Oct 15 23:12:06 GMT 2025","Wed Oct 15 23:12:06 GMT 2025","19","","com.anastasia.Anastasia_BackEnd.UnitTests.repository.UserRepositoryUnitTest","","com.anastasia.Anastasia_BackEnd.UnitTests.repository.UserRepositoryUnitTest","testFindAllByChurchId","testFindAllByChurchId()",""
"passed","Wed Oct 15 23:12:05 GMT 2025","Wed Oct 15 23:12:05 GMT 2025","2","","com.anastasia.Anastasia_BackEnd.UnitTests.service.registration.ChurchServiceUnitTest","","com.anastasia.Anastasia_BackEnd.UnitTests.service.registration.ChurchServiceUnitTest","testGetChurches","testGetChurches()",""
"passed","Wed Oct 15 23:12:05 GMT 2025","Wed Oct 15 23:12:05 GMT 2025","6","","com.anastasia.Anastasia_BackEnd.UnitTests.service.registration.ChildServiceUnitTest","","com.anastasia.Anastasia_BackEnd.UnitTests.service.registration.ChildServiceUnitTest","updateChildDetails_shouldUpdateOnlyNonNullFields","updateChildDetails_shouldUpdateOnlyNonNullFields()",""
"passed","Wed Oct 15 23:12:05 GMT 2025","Wed Oct 15 23:12:05 GMT 2025","2","","com.anastasia.Anastasia_BackEnd.UnitTests.service.registration.ChurchServiceUnitTest","","com.anastasia.Anastasia_BackEnd.UnitTests.service.registration.ChurchServiceUnitTest","testFindOne_whenExists","testFindOne_whenExists()",""
"passed","Wed Oct 15 23:12:05 GMT 2025","Wed Oct 15 23:12:05 GMT 2025","2","","com.anastasia.Anastasia_BackEnd.UnitTests.service.registration.ChurchServiceUnitTest","","com.anastasia.Anastasia_BackEnd.UnitTests.service.registration.ChurchServiceUnitTest","testFindAllChurches","testFindAllChurches()",""
"passed","Wed Oct 15 23:12:05 GMT 2025","Wed Oct 15 23:12:05 GMT 2025","2","","com.anastasia.Anastasia_BackEnd.UnitTests.service.GroupServiceUnitTest","","com.anastasia.Anastasia_BackEnd.UnitTests.service.GroupServiceUnitTest","testCreateGroup_duplicateGroupName_throwsException","testCreateGroup_duplicateGroupName_throwsException()",""
"passed","Wed Oct 15 23:12:04 GMT 2025","Wed Oct 15 23:12:04 GMT 2025","2","","com.anastasia.Anastasia_BackEnd.UnitTests.service.auth.UserServiceUnitTest","","com.anastasia.Anastasia_BackEnd.UnitTests.service.auth.UserServiceUnitTest","testFindOne_found","testFindOne_found()",""
"passed","Wed Oct 15 23:12:05 GMT 2025","Wed Oct 15 23:12:05 GMT 2025","2","","com.anastasia.Anastasia_BackEnd.UnitTests.service.registration.MemberServiceUnitTest","","com.anastasia.Anastasia_BackEnd.UnitTests.service.registration.MemberServiceUnitTest","testConvertToDTO","testConvertToDTO()",""
"passed","Wed Oct 15 23:12:06 GMT 2025","Wed Oct 15 23:12:06 GMT 2025","13","","com.anastasia.Anastasia_BackEnd.UnitTests.repository.UserRepositoryUnitTest","","com.anastasia.Anastasia_BackEnd.UnitTests.repository.UserRepositoryUnitTest","testExistsByEmail","testExistsByEmail()",""
"passed","Wed Oct 15 23:12:05 GMT 2025","Wed Oct 15 23:12:05 GMT 2025","6","","com.anastasia.Anastasia_BackEnd.UnitTests.service.GroupServiceUnitTest","","com.anastasia.Anastasia_BackEnd.UnitTests.service.GroupServiceUnitTest","testCreateGroup_success","testCreateGroup_success()",""
"passed","Wed Oct 15 23:12:05 GMT 2025","Wed Oct 15 23:12:05 GMT 2025","2","","com.anastasia.Anastasia_BackEnd.UnitTests.service.GroupServiceUnitTest","","com.anastasia.Anastasia_BackEnd.UnitTests.service.GroupServiceUnitTest","testGetGroupManagers_groupNotFound_throwsException","testGetGroupManagers_groupNotFound_throwsException()",""
"passed","Wed Oct 15 23:12:05 GMT 2025","Wed Oct 15 23:12:05 GMT 2025","1","","com.anastasia.Anastasia_BackEnd.UnitTests.service.registration.TenantServiceUnitTest","","com.anastasia.Anastasia_BackEnd.UnitTests.service.registration.TenantServiceUnitTest","getTenants_shouldReturnList","getTenants_shouldReturnList()",""
"passed","Wed Oct 15 23:12:05 GMT 2025","Wed Oct 15 23:12:05 GMT 2025","66","","com.anastasia.Anastasia_BackEnd.UnitTests.service.GroupServiceUnitTest","","com.anastasia.Anastasia_BackEnd.UnitTests.service.GroupServiceUnitTest","testGetGroupUserStatus_groupNotFound_throwsException","testGetGroupUserStatus_groupNotFound_throwsException()",""
